ID,Treatment,Block,Plot,Quadrat,X,Y,Shrub,Compass,Distance,Year,Age,Size,Fert
D2.I.2.1.8.15,D2,I,2,1,8,15,NA,NA,NA,2008,NA,NA,NA
D2.I.2.1.15.50,D2,I,2,1,15,50,NA,NA,NA,2008,NA,NA,NA
D2.I.2.1.16.16,D2,I,2,1,16,16,NA,NA,NA,2008,NA,NA,NA
D2.I.2.1.20.12,D2,I,2,1,20,12,NA,NA,NA,2008,NA,NA,NA
D2.I.2.1.20.20,D2,I,2,1,20,20,NA,NA,NA,2008,NA,NA,NA
D2.I.2.1.90.60,D2,I,2,1,90,60,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.1.15,D2,I,2,2,1,15,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.6.11,D2,I,2,2,6,11,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.9.22,D2,I,2,2,9,22,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.10.12,D2,I,2,2,10,12,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.11.7,D2,I,2,2,11,7,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.11.16,D2,I,2,2,11,16,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.23.40,D2,I,2,2,23,40,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.32.80,D2,I,2,2,32,80,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.60.5,D2,I,2,2,60,5,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.67.61,D2,I,2,2,67,61,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.70.0,D2,I,2,2,70,0,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.71.2,D2,I,2,2,71,2,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.78.12,D2,I,2,2,78,12,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.81.79,D2,I,2,2,81,79,Cn,120,7,2008,NA,NA,NA
D2.I.2.2.82.53,D2,I,2,2,82,53,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.87.69,D2,I,2,2,87,69,Cn,90,10,2008,NA,NA,NA
D2.I.2.2.91.95,D2,I,2,2,91,95,NA,NA,NA,2008,NA,NA,NA
D2.I.2.2.100.57,D2,I,2,2,100,57,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.7.5,D2,I,2,3,7,5,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.7.13,D2,I,2,3,7,13,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.8.77,D2,I,2,3,8,77,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.9.1,D2,I,2,3,9,1,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.10.12,D2,I,2,3,10,12,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.10.19,D2,I,2,3,10,19,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.10.75,D2,I,2,3,10,75,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.13.20,D2,I,2,3,13,20,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.13.34,D2,I,2,3,13,34,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.14.5,D2,I,2,3,14,5,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.16.18,D2,I,2,3,16,18,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.17.96,D2,I,2,3,17,96,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.20.78,D2,I,2,3,20,78,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.22.1,D2,I,2,3,22,1,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.25.35,D2,I,2,3,25,35,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.27.47,D2,I,2,3,27,47,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.29.69,D2,I,2,3,29,69,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.36.4,D2,I,2,3,36,4,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.45.34,D2,I,2,3,45,34,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.54.51,D2,I,2,3,54,51,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.65.37,D2,I,2,3,65,37,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.66.30,D2,I,2,3,66,30,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.70.29,D2,I,2,3,70,29,NA,NA,NA,2008,NA,NA,NA
D2.I.2.3.72.20,D2,I,2,3,72,20,At,112,-5,2008,NA,NA,NA
D2.I.2.3.82.23,D2,I,2,3,82,23,At,33,0,2008,NA,NA,NA
D2.I.2.4.0.15,D2,I,2,4,0,15,NA,NA,NA,2008,NA,NA,NA
D2.I.2.4.15.15,D2,I,2,4,15,15,NA,NA,NA,2008,NA,NA,NA
D2.I.2.4.40.30,D2,I,2,4,40,30,NA,NA,NA,2008,NA,NA,NA
D2.I.2.4.45.40,D2,I,2,4,45,40,NA,NA,NA,2008,NA,NA,NA
D2.I.2.4.57.23,D2,I,2,4,57,23,NA,NA,NA,2008,NA,NA,NA
D2.I.2.4.59.69,D2,I,2,4,59,69,NA,NA,NA,2008,NA,NA,NA
D2.I.2.4.98.66,D2,I,2,4,98,66,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.3.82,D2,I,2,5,3,82,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.4.4,D2,I,2,5,4,4,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.9.12,D2,I,2,5,9,12,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.10.83,D2,I,2,5,10,83,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.11.91,D2,I,2,5,11,91,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.12.14,D2,I,2,5,12,14,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.12.19,D2,I,2,5,12,19,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.13.63,D2,I,2,5,13,63,NA,NA,NA,2008,3,4,2
D2.I.2.5.15.71,D2,I,2,5,15,71,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.18.58,D2,I,2,5,18,58,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.20.10,D2,I,2,5,20,10,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.23.8,D2,I,2,5,23,8,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.23.78,D2,I,2,5,23,78,Cn,90,8,2008,NA,NA,NA
D2.I.2.5.25.17,D2,I,2,5,25,17,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.26.45,D2,I,2,5,26,45,Cn,130,2,2008,999,12,6
D2.I.2.5.29.70,D2,I,2,5,29,70,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.30.51,D2,I,2,5,30,51,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.40.20,D2,I,2,5,40,20,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.40.87,D2,I,2,5,40,87,Cn,20,0,2008,NA,NA,NA
D2.I.2.5.45.12,D2,I,2,5,45,12,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.47.78,D2,I,2,5,47,78,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.47.83,D2,I,2,5,47,83,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.60.65,D2,I,2,5,60,65,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.63.22,D2,I,2,5,63,22,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.92.10,D2,I,2,5,92,10,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.100.43,D2,I,2,5,100,43,NA,NA,NA,2008,NA,NA,NA
D2.I.2.5.100.53,D2,I,2,5,100,53,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.2.73,D2,I,2,6,2,73,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.3.45,D2,I,2,6,3,45,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.5.97,D2,I,2,6,5,97,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.10.64,D2,I,2,6,10,64,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.30.21,D2,I,2,6,30,21,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.35.75,D2,I,2,6,35,75,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.36.50,D2,I,2,6,36,50,Cn,260,7,2008,NA,NA,NA
D2.I.2.6.52.10,D2,I,2,6,52,10,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.52.48,D2,I,2,6,52,48,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.90.66,D2,I,2,6,90,66,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.90.70,D2,I,2,6,90,70,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.97.49,D2,I,2,6,97,49,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.98.55,D2,I,2,6,98,55,NA,NA,NA,2008,NA,NA,NA
D2.I.2.6.100.50,D2,I,2,6,100,50,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.2.23,D2,I,2,7,2,23,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.2.26,D2,I,2,7,2,26,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.6.25,D2,I,2,7,6,25,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.14.32,D2,I,2,7,14,32,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.35.78,D2,I,2,7,35,78,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.35.87,D2,I,2,7,35,87,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.54.93,D2,I,2,7,54,93,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.63.84,D2,I,2,7,63,84,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.66.81,D2,I,2,7,66,81,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.68.88,D2,I,2,7,68,88,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.73.68,D2,I,2,7,73,68,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.78.56,D2,I,2,7,78,56,NA,NA,NA,2008,3,7,1
D2.I.2.7.80.62,D2,I,2,7,80,62,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.87.75,D2,I,2,7,87,75,NA,NA,NA,2008,NA,NA,NA
D2.I.2.7.99.20,D2,I,2,7,99,20,NA,NA,NA,2008,1,2,0
D2.I.2.8.2.76,D2,I,2,8,2,76,At/Cn,140,4,2008,NA,NA,NA
D2.I.2.8.10.15,D2,I,2,8,10,15,NA,NA,NA,2008,NA,NA,NA
D2.I.2.8.98.15,D2,I,2,8,98,15,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.9.93,D2,I,2,9,9,93,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.30.10,D2,I,2,9,30,10,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.31.10,D2,I,2,9,31,10,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.37.14,D2,I,2,9,37,14,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.42.87,D2,I,2,9,42,87,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.45.88,D2,I,2,9,45,88,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.55.51,D2,I,2,9,55,51,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.56.51,D2,I,2,9,56,51,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.56.53,D2,I,2,9,56,53,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.65.57,D2,I,2,9,65,57,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.67.49,D2,I,2,9,67,49,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.68.49,D2,I,2,9,68,49,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.68.87,D2,I,2,9,68,87,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.72.25,D2,I,2,9,72,25,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.72.44,D2,I,2,9,72,44,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.72.45,D2,I,2,9,72,45,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.72.46,D2,I,2,9,72,46,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.73.19,D2,I,2,9,73,19,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.78.82,D2,I,2,9,78,82,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.84.49,D2,I,2,9,84,49,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.85.51,D2,I,2,9,85,51,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.87.70,D2,I,2,9,87,70,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.88.43,D2,I,2,9,88,43,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.88.54,D2,I,2,9,88,54,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.88.81,D2,I,2,9,88,81,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.89.45,D2,I,2,9,89,45,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.89.56,D2,I,2,9,89,56,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.93.58,D2,I,2,9,93,58,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.93.87,D2,I,2,9,93,87,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.93.87,D2,I,2,9,93,87,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.99.81,D2,I,2,9,99,81,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.99.81,D2,I,2,9,99,81,NA,NA,NA,2008,NA,NA,NA
D2.I.2.9.99.83,D2,I,2,9,99,83,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.0.48,D2,I,2,10,0,48,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.0.66,D2,I,2,10,0,66,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.2.32,D2,I,2,10,2,32,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.5.67,D2,I,2,10,5,67,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.6.51,D2,I,2,10,6,51,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.13.42,D2,I,2,10,13,42,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.14.23,D2,I,2,10,14,23,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.17.49,D2,I,2,10,17,49,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.18.22,D2,I,2,10,18,22,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.20.25,D2,I,2,10,20,25,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.24.21,D2,I,2,10,24,21,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.24.21,D2,I,2,10,24,21,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.25.16,D2,I,2,10,25,16,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.25.19,D2,I,2,10,25,19,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.32.28,D2,I,2,10,32,28,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.32.33,D2,I,2,10,32,33,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.32.63,D2,I,2,10,32,63,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.32.67,D2,I,2,10,32,67,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.35.18,D2,I,2,10,35,18,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.47.18,D2,I,2,10,47,18,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.50.67,D2,I,2,10,50,67,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.53.25,D2,I,2,10,53,25,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.55.8,D2,I,2,10,55,8,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.55.75,D2,I,2,10,55,75,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.56.74,D2,I,2,10,56,74,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.58.65,D2,I,2,10,58,65,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.58.87,D2,I,2,10,58,87,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.59.63,D2,I,2,10,59,63,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.59.65,D2,I,2,10,59,65,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.60.54,D2,I,2,10,60,54,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.62.61,D2,I,2,10,62,61,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.63.88,D2,I,2,10,63,88,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.64.63,D2,I,2,10,64,63,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.67.59,D2,I,2,10,67,59,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.68.46,D2,I,2,10,68,46,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.68.47,D2,I,2,10,68,47,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.69.54,D2,I,2,10,69,54,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.70.74,D2,I,2,10,70,74,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.70.76,D2,I,2,10,70,76,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.72.17,D2,I,2,10,72,17,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.73.57,D2,I,2,10,73,57,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.76.77,D2,I,2,10,76,77,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.78.62,D2,I,2,10,78,62,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.79.48,D2,I,2,10,79,48,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.82.53,D2,I,2,10,82,53,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.82.70,D2,I,2,10,82,70,NA,NA,NA,2008,12,6,3
D2.I.2.10.85.49,D2,I,2,10,85,49,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.88.37,D2,I,2,10,88,37,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.96.100,D2,I,2,10,96,100,NA,NA,NA,2008,NA,NA,NA
D2.I.2.10.97.50,D2,I,2,10,97,50,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.0.65,D2,I,2,11,0,65,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.11.21,D2,I,2,11,11,21,NA,NA,NA,2008,1,1,0
D2.I.2.11.11.21,D2,I,2,11,11,21,NA,NA,NA,2008,1,1,0
D2.I.2.11.26.65,D2,I,2,11,26,65,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.30.54,D2,I,2,11,30,54,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.32.64,D2,I,2,11,32,64,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.38.65,D2,I,2,11,38,65,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.38.71,D2,I,2,11,38,71,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.40.9,D2,I,2,11,40,9,Cn,229,3,2008,NA,NA,NA
D2.I.2.11.40.56,D2,I,2,11,40,56,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.40.94,D2,I,2,11,40,94,Cn,250,5,2008,NA,NA,NA
D2.I.2.11.40.94,D2,I,2,11,40,94,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.52.60,D2,I,2,11,52,60,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.55.63,D2,I,2,11,55,63,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.74.83,D2,I,2,11,74,83,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.87.100,D2,I,2,11,87,100,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.88.93,D2,I,2,11,88,93,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.88.94,D2,I,2,11,88,94,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.92.87,D2,I,2,11,92,87,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.92.94,D2,I,2,11,92,94,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.95.32,D2,I,2,11,95,32,NA,NA,NA,2008,NA,NA,NA
D2.I.2.11.95.34,D2,I,2,11,95,34,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.3.7,D2,I,2,12,3,7,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.3.17,D2,I,2,12,3,17,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.3.85,D2,I,2,12,3,85,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.4.12,D2,I,2,12,4,12,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.10.35,D2,I,2,12,10,35,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.10.40,D2,I,2,12,10,40,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.17.40,D2,I,2,12,17,40,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.30.24,D2,I,2,12,30,24,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.40.40,D2,I,2,12,40,40,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.40.50,D2,I,2,12,40,50,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.50.56,D2,I,2,12,50,56,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.54.12,D2,I,2,12,54,12,NA,NA,NA,2008,2,3,0
D2.I.2.12.55.61,D2,I,2,12,55,61,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.61.36,D2,I,2,12,61,36,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.62.16,D2,I,2,12,62,16,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.62.20,D2,I,2,12,62,20,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.62.25,D2,I,2,12,62,25,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.62.32,D2,I,2,12,62,32,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.62.44,D2,I,2,12,62,44,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.63.26,D2,I,2,12,63,26,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.64.19,D2,I,2,12,64,19,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.65.31,D2,I,2,12,65,31,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.66.41,D2,I,2,12,66,41,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.67.13,D2,I,2,12,67,13,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.77.81,D2,I,2,12,77,81,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.83.12,D2,I,2,12,83,12,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.86.91,D2,I,2,12,86,91,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.91.55,D2,I,2,12,91,55,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.95.68,D2,I,2,12,95,68,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.95.78,D2,I,2,12,95,78,NA,NA,NA,2008,NA,NA,NA
D2.I.2.12.97.15,D2,I,2,12,97,15,NA,NA,NA,2008,NA,NA,NA
D2.I.2.13.12.98,D2,I,2,13,12,98,NA,NA,NA,2008,NA,NA,NA
D2.I.2.13.16.86,D2,I,2,13,16,86,NA,NA,NA,2008,NA,NA,NA
D2.I.2.13.42.72,D2,I,2,13,42,72,NA,NA,NA,2008,NA,NA,NA
D2.I.2.13.62.62,D2,I,2,13,62,62,NA,NA,NA,2008,NA,NA,NA
D2.I.2.13.62.90,D2,I,2,13,62,90,NA,NA,NA,2008,NA,NA,NA
D2.I.2.13.65.81,D2,I,2,13,65,81,NA,NA,NA,2008,NA,NA,NA
D2.I.2.13.66.79,D2,I,2,13,66,79,NA,NA,NA,2008,NA,NA,NA
D2.I.2.13.74.61,D2,I,2,13,74,61,NA,NA,NA,2008,NA,NA,NA
D2.I.2.13.76.88,D2,I,2,13,76,88,NA,NA,NA,2008,NA,NA,NA
D2.I.2.13.82.40,D2,I,2,13,82,40,NA,NA,NA,2008,NA,NA,NA
D2.I.2.13.83.25,D2,I,2,13,83,25,NA,NA,NA,2008,NA,NA,NA
D2.II.4.1.2.2,D2,II,4,1,2,2,NA,NA,NA,2008,NA,NA,NA
D2.II.4.1.12.5,D2,II,4,1,12,5,NA,NA,NA,2008,NA,NA,NA
D2.II.4.1.14.79,D2,II,4,1,14,79,NA,NA,NA,2008,NA,NA,NA
D2.II.4.1.26.61,D2,II,4,1,26,61,Cn,90,10,2008,NA,NA,NA
D2.II.4.1.26.77,D2,II,4,1,26,77,NA,NA,NA,2008,NA,NA,NA
D2.II.4.1.44.42,D2,II,4,1,44,42,NA,NA,NA,2008,NA,NA,NA
D2.II.4.1.70.43,D2,II,4,1,70,43,NA,NA,NA,2008,NA,NA,NA
D2.II.4.1.80.35,D2,II,4,1,80,35,NA,NA,NA,2008,NA,NA,NA
D2.II.4.1.81.38,D2,II,4,1,81,38,NA,NA,NA,2008,NA,NA,NA
D2.II.4.1.83.82,D2,II,4,1,83,82,Cn,200,2,2008,NA,NA,NA
D2.II.4.1.92.52,D2,II,4,1,92,52,NA,NA,NA,2008,NA,NA,NA
D2.II.4.1.92.59,D2,II,4,1,92,59,NA,NA,NA,2008,NA,NA,NA
D2.II.4.2.0.84,D2,II,4,2,0,84,NA,NA,NA,2008,NA,NA,NA
D2.II.4.2.4.77,D2,II,4,2,4,77,NA,NA,NA,2008,NA,NA,NA
D2.II.4.2.5.72,D2,II,4,2,5,72,NA,NA,NA,2008,NA,NA,NA
D2.II.4.2.12.38,D2,II,4,2,12,38,NA,NA,NA,2008,NA,NA,NA
D2.II.4.2.40.30,D2,II,4,2,40,30,NA,NA,NA,2008,NA,NA,NA
D2.II.4.2.43.18,D2,II,4,2,43,18,NA,NA,NA,2008,NA,NA,NA
D2.II.4.2.47.36,D2,II,4,2,47,36,NA,NA,NA,2008,NA,NA,NA
D2.II.4.2.58.13,D2,II,4,2,58,13,NA,NA,NA,2008,NA,NA,NA
D2.II.4.2.100.54,D2,II,4,2,100,54,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.33.88,D2,II,4,3,33,88,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.45.20,D2,II,4,3,45,20,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.80.12,D2,II,4,3,80,12,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.83.14,D2,II,4,3,83,14,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.84.46,D2,II,4,3,84,46,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.88.59,D2,II,4,3,88,59,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.88.61,D2,II,4,3,88,61,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.89.11,D2,II,4,3,89,11,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.92.63,D2,II,4,3,92,63,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.94.53,D2,II,4,3,94,53,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.94.58,D2,II,4,3,94,58,NA,NA,NA,2008,NA,NA,NA
D2.II.4.3.95.9,D2,II,4,3,95,9,NA,NA,NA,2008,NA,NA,NA
D2.II.4.4.12.6,D2,II,4,4,12,6,Cn,200,8,2008,NA,NA,NA
D2.II.4.4.26.33,D2,II,4,4,26,33,NA,NA,NA,2008,NA,NA,NA
